"id","date","year","village","region","leaders_killed","leader_names","leader_description","militants_low","militants_high","militants_avg","unknown_low","unknown_high","unknown_avg","civilians_low","civilians_high","civilians_avg","total_low","total_high","total_avg","president","president_bush","president_obama","president_trump","target_type","target_description","target_organization_name","geo_lat","geo_lon","province","strike_type","notes_1","notes","_id_deprecated","sources_deprecated","source1_name","source1_url","source2_name","source2_url","source3_name","source3_url","source4_name","source4_url","source5_name","source5_url","source6_name","source6_url","source7_name","source7_url","sources_combined","militants_lowhigh","civilians_lowhigh","unknown_lowhigh","total_lowhigh"
"277","5/28/2018","2018",,"Shabwa ",,,,,,,,,,"1","1","1","1","1","1","Trump","0","0","1","Vehicle","According to the Associated Press report from November 2018, a 17 year old male was killed while driving his motorcycle home after buying vegetables, reportedly mistaken for an AQ youth. ","AQAP","14.48","45.44","Shabwah","Drone Strike",,,,,"AP","https://www.apnews.com/9051691c8f8a449e8bb6fd684f100863",,,,,,,,,,,,,"<a href='https://www.apnews.com/9051691c8f8a449e8bb6fd684f100863'>AP</a>",,"1",,"1"
"272","5/25/2018","2018",,"Unknown",,,,,,,,,,,,,,,,"Trump","0","0","1","Unknown","In a press release emailed to New America, CENTCOM stated it conducted an air strike in Yemen on May 25, 2018. The press release did not provide information on where though in a larger list of strikes since May, listed the strikes as having been in Shabwah, Hadrawmawt, and Al Bayda","AQAP",,,"Unknown","Air Strike",,,,,"CENTCOM (Email to New America)",,,,,,,,,,,,,,"",,,,
"264","5/15/2018","2018","Unknown","Shabwah","0",,,"4","4","4","0","0","0","0","0","0","4","4","4","Trump","0","0","1","Vehicle","According to Xinhua, suspected U.S.-fired missiles targeted two vehicles carrying AQAP militants in Yemen's Shabwah province on Tuesday, May 15, 2018. At least four militants were killed, according to a local security official cited by Xinhua. It is possible this is the same strike as the May14th strike, which reportedly occured late that day while Xinhua reported this strike as occurring early in the morning.","AQAP","14.646475","45.8893774","Shabwah","Drone Strike",,,,,"Xinhua","http://www.xinhuanet.com/english/2018-05/15/c_137181284.htm",,,,,,,,,,,,,"<a href='http://www.xinhuanet.com/english/2018-05/15/c_137181284.htm'>Xinhua</a>","4","0","0","4"
"263","5/14/2018","2018","Unknown","Shabwah","0",,,"3","3","3","0","0","0","2","2","2","5","5","5","Trump","0","0","1","Vehicle","A suspected U.S. drone strike struck a vehicle carrying three AQAP militants in the southern province of Shabwah on Monday, May 14, 2018. All three militants were killed.","AQAP","14.646475","45.8893774","Shabwah","Drone Strike",,,,,"Associated Press","https://apnews.com/d1cff0707a0d4a728bb29a88c4f26f86","The National","https://www.thenational.ae/world/mena/suspected-us-air-strike-kills-three-al-qaeda-militants-in-yemen-1.730663","CENTCOM (to LWJ)","https://www.longwarjournal.org/archives/2018/06/yemen-details.php","New America e-mail correspondence with CENTCOM","https://www.newamerica.org/in-depth/americas-counterterrorism-wars/us-targeted-killing-program-yemen/","AP","https://www.apnews.com/9051691c8f8a449e8bb6fd684f100863",,,,,"<a href='https://apnews.com/d1cff0707a0d4a728bb29a88c4f26f86'>Associated Press</a>, <a href='https://www.thenational.ae/world/mena/suspected-us-air-strike-kills-three-al-qaeda-militants-in-yemen-1.730663'>The National</a>, <a href='https://www.longwarjournal.org/archives/2018/06/yemen-details.php'>CENTCOM (to LWJ)</a>, <a href='https://www.newamerica.org/in-depth/americas-counterterrorism-wars/us-targeted-killing-program-yemen/'>New America e-mail correspondence with CENTCOM</a>, <a href='https://www.apnews.com/9051691c8f8a449e8bb6fd684f100863'>AP</a>","3","2","0","5"
"262","4/26/2018","2018","Unknown","Shabwah","0",,,,,,,,,,,,,,,"Trump","0","0","1","Unknown","According to a May 16, 2018 CENTCOM press release, the U.S. conducted FOUR air strikes in Yemen in April 2018. CENTCOM accounted for two of those strikes on April 11 and April 23. This entry accounts for the SECOND of the TWO as-yet unnacounted for strikes, for which no known information regarding the specific strike is known. In the May 16 press release--which also referenced strikes conducted in February and March 2018--CENTCOM noted that ""other air strikes took place in al Bayda, Hadramawt, Zamakh and Shabwah governorates."" New America is not able to assign a month or date to any of these ""other strikes,"" hence the date of this strike as April 1 is entirely arbitrary, and only accounts for the fact that the strike occured in April.","AQAP","15.9669731","45.3120654","Unknown","Air Strike",,,,,"CENTCOM","http://www.centcom.mil/MEDIA/PRESS-RELEASES/Press-Release-View/Article/1523709/centcom-updates-counterterrorism-strikes-in-yemen/",,,,,,,,,,,,,"<a href='http://www.centcom.mil/MEDIA/PRESS-RELEASES/Press-Release-View/Article/1523709/centcom-updates-counterterrorism-strikes-in-yemen/'>CENTCOM</a>",,,,
"261","4/23/2018","2018","Unknown","Al Bayda'","0",,,,,,,,,,,,,,,"Trump","0","0","1","Checkpoint","According to a May 16, 2018 CENTCOM press release, the U.S. conducted an air strike that targeted an AQAP checkpoint ""for asserting regional control and raising illegal revenue"" on April 23, 2018. No casualty numbers or precise location within Al Bayda' were given.","AQAP","13.9867093","45.5653881","Al Bayda'","Air Strike",,,,,"CENTCOM","http://www.centcom.mil/MEDIA/PRESS-RELEASES/Press-Release-View/Article/1523709/centcom-updates-counterterrorism-strikes-in-yemen/",,,,,,,,,,,,,"<a href='http://www.centcom.mil/MEDIA/PRESS-RELEASES/Press-Release-View/Article/1523709/centcom-updates-counterterrorism-strikes-in-yemen/'>CENTCOM</a>",,,,
"273","4/22/2018","2018","Baihan ","Shabwah ",,,,"0","2","1",,,,"0","2","1","0","2","1","Trump","0","0","1","Unknown","According to Al Masdar Online, two unidentified individuals were killed in an alleged drone strike in Baihan District.","Unknown","14.7976","45.7189","Unknown","Drone Crash",,,,,"Al Masdar Online","http://almasdaronline.com/article/98495",,,,,,,,,,,,,"<a href='http://almasdaronline.com/article/98495'>Al Masdar Online</a>","Between 0 and 2","Between 0 and 2",,"Between 0 and 2"
"259","4/11/2018","2018","Unknown","Hadramawt","0",,,,,,,,,,,,,,,"Trump","0","0","1","Training Camp","According to a May 16, 2018 CENTCOM press release, the U.S. conducted an air strike that targeted an AQAP training camp in the Hadramawt governorate on April 11, 2018. No casualty numbers or precise location within Hadramawt were given.","AQAP","16.9343385","49.3032074","Hadramawt","Air Strike",,,,,"CENTCOM","http://www.centcom.mil/MEDIA/PRESS-RELEASES/Press-Release-View/Article/1523709/centcom-updates-counterterrorism-strikes-in-yemen/",,,,,,,,,,,,,"<a href='http://www.centcom.mil/MEDIA/PRESS-RELEASES/Press-Release-View/Article/1523709/centcom-updates-counterterrorism-strikes-in-yemen/'>CENTCOM</a>",,,,
"260","4/11/2018","2018","Unknown","Hadramawt","0",,,,,,,,,,,,,,,"Trump","0","0","1","Unknown","According to a May 16, 2018 CENTCOM press release, the U.S. conducted FOUR air strikes in Yemen in April 2018. CENTCOM accounted for two of those strikes on April 11 and April 23. This entry accounts for the FIRST of the TWO as-yet unnacounted for strikes, for which no known information regarding the specific strike is known. In the May 16 press release--which also referenced strikes conducted in February and March 2018--CENTCOM noted that ""other air strikes took place in al Bayda, Hadramawt, Zamakh and Shabwah governorates."" New America is not able to assign a month or date to any of these ""other strikes,"" hence the date of this strike as April 1 is entirely arbitrary, and only accounts for the fact that the strike occured in April.","AQAP","15.9669731","45.3120654","Unknown","Air Strike",,,,,"CENTCOM","http://www.centcom.mil/MEDIA/PRESS-RELEASES/Press-Release-View/Article/1523709/centcom-updates-counterterrorism-strikes-in-yemen/",,,,,,,,,,,,,"<a href='http://www.centcom.mil/MEDIA/PRESS-RELEASES/Press-Release-View/Article/1523709/centcom-updates-counterterrorism-strikes-in-yemen/'>CENTCOM</a>",,,,
"258","3/29/2018","2018","Sawmah","Al Bayda'","0",,,"0","0","0","4","4","4","0","0","0","4","4","4","Trump","0","0","1","Vehicle","A drone strike targeting a vehicle killed four people in Al Bayda' s Sawmah area on March 29th, according to reports by Anadolu and Xinhua. Anadolu reported that the strike killed three civilians naming one as Salim al-Manzari, a former head of Aden’s drivers union, while Xinhua reported that the strike killed three militants. A fourth individual died later in the hospital. Further reporting citing human rights advocates and family members of those killed assert they were civilians and not AQAP militants. U.S. Central Command denies civilians were killed in a March 29 statement, but on May 16, 2018 CENTCOM acknowledged reports of civilian casualties and said it had opened an assessment.","AQAP","14.2191516","45.9789572","Al Bayda'","Drone Strike",,,,,"Xinhua","http://www.xinhuanet.com/english/2018-03/29/c_137075314.htm","Anadolu","https://aa.com.tr/en/middle-east/drone-strike-kills-3-civilians-in-central-yemen/1103052","Daily Beast","https://www.thedailybeast.com/family-says-theyre-innocent-victims-of-trumps-drone-war","Reuters","https://www.reuters.com/article/us-usa-yemen-military/four-al-qaeda-militants-killed-in-u-s-strike-in-yemen-pentagon-idUSKBN1H5336","CENTCOM","http://www.centcom.mil/MEDIA/PRESS-RELEASES/Press-Release-View/Article/1523709/centcom-updates-counterterrorism-strikes-in-yemen/",,,,,"<a href='http://www.xinhuanet.com/english/2018-03/29/c_137075314.htm'>Xinhua</a>, <a href='https://aa.com.tr/en/middle-east/drone-strike-kills-3-civilians-in-central-yemen/1103052'>Anadolu</a>, <a href='https://www.thedailybeast.com/family-says-theyre-innocent-victims-of-trumps-drone-war'>Daily Beast</a>, <a href='https://www.reuters.com/article/us-usa-yemen-military/four-al-qaeda-militants-killed-in-u-s-strike-in-yemen-pentagon-idUSKBN1H5336'>Reuters</a>, <a href='http://www.centcom.mil/MEDIA/PRESS-RELEASES/Press-Release-View/Article/1523709/centcom-updates-counterterrorism-strikes-in-yemen/'>CENTCOM</a>","0","0","4","4"
"257","3/22/2018","2018","Wadi Abida","Ma'rib","0",,,"5","7","6","0","0","0","0","0","0","5","7","6","Trump","0","0","1","House","Stories from the Associated Press, which reported seven casualties, and Xinhua, which reported five casualties, cite Yemeni tribal leaders who said a U.S. drone strike targeted a house believed to be used by AQAP militants in Yemen's Ma'rib province on Thursday, March 22, 2018.","AQAP","15.7051817","45.2238922","Ma'rib","Drone Strike",,,,,"AP/Washington Post","https://www.washingtonpost.com/world/middle_east/suspected-us-drone-strike-kills-7-al-qaida-fighters-in-yemen/2018/03/22/85c175be-2dea-11e8-8dc9-3b51e028b845_story.html?utm_term=.1258347d4e74","Xinhua","http://www.xinhuanet.com/english/2018-03/23/c_137060026.htm",,,,,,,,,,,"<a href='https://www.washingtonpost.com/world/middle_east/suspected-us-drone-strike-kills-7-al-qaida-fighters-in-yemen/2018/03/22/85c175be-2dea-11e8-8dc9-3b51e028b845_story.html?utm_term=.1258347d4e74'>AP/Washington Post</a>, <a href='http://www.xinhuanet.com/english/2018-03/23/c_137060026.htm'>Xinhua</a>","Between 5 and 7","0","0","Between 5 and 7"
"256","3/13/2018","2018","Unknown","Hadramawt","0",,,,,,,,,,,,,,,"Trump","0","0","1","Unknown","Per a June 6 press release to the Long War Journal, CENTCOM reported a strike on March 13, 2018 in Hadramawt. No information casualty figures or target type was provided.","Unknown ","16.9154752","49.308374","Hadramawt","Air Strike",,,,,"CENTCOM/LWJ","https://www.longwarjournal.org/archives/2018/06/yemen-details.php","New America e-mail correspondence with CENTCOM","https://www.newamerica.org/in-depth/americas-counterterrorism-wars/us-targeted-killing-program-yemen/",,,,,,,,,,,"<a href='https://www.longwarjournal.org/archives/2018/06/yemen-details.php'>CENTCOM/LWJ</a>, <a href='https://www.newamerica.org/in-depth/americas-counterterrorism-wars/us-targeted-killing-program-yemen/'>New America e-mail correspondence with CENTCOM</a>",,,,
"255","3/9/2018","2018","Al Hudi","Hadramawt","0",,,"0","0","0","0","0","0","6","6","6","6","6","6","Trump","0","0","1","Vehicle","According to local tribal sources interviewed by The Intercept, six civilians were killed in a drone strike targeting a car at around 5:00 PM that was carrying three adult sons of a local triba leader, Abdullah al-Qibli al-Wuhair, and three of his adult grandchildren, leaving an area previously hit by drone strikes. CENTCOM, per the Long War Journal, reported a strike on March 8 in Hadramawt. For the time being, New America is coding CENTCOM's March 8 strike here on March 9.  ","Unknown","16.61","48.8787742","Hadramawt","Drone Strike",,,,,"Intercept","https://theintercept.com/2018/03/26/yemen-drone-strike-civilians-war-on-terror/","CENTCOM/LWJ","https://www.longwarjournal.org/archives/2018/06/yemen-details.php","New America e-mail correspondence with CENTCOM","https://www.newamerica.org/in-depth/americas-counterterrorism-wars/us-targeted-killing-program-yemen/","AP","https://www.apnews.com/9051691c8f8a449e8bb6fd684f100863",,,,,,,"<a href='https://theintercept.com/2018/03/26/yemen-drone-strike-civilians-war-on-terror/'>Intercept</a>, <a href='https://www.longwarjournal.org/archives/2018/06/yemen-details.php'>CENTCOM/LWJ</a>, <a href='https://www.newamerica.org/in-depth/americas-counterterrorism-wars/us-targeted-killing-program-yemen/'>New America e-mail correspondence with CENTCOM</a>, <a href='https://www.apnews.com/9051691c8f8a449e8bb6fd684f100863'>AP</a>","0","6","0","6"
"254","3/7/2018","2018","Al Hudi","Hadramawt","0",,,"0","0","0","0","0","0","1","1","1","1","1","1","Trump","0","0","1","Unknown","According to reporting by The Intercept, a civilian, Saleh al-Wuhair, was killed by a drone strike while looking for cell service to make a call atop a hill.","Unknown","16.5913785","48.8787742","Hadramawt","Drone Strike",,,,,"Intercept","https://theintercept.com/2018/03/26/yemen-drone-strike-civilians-war-on-terror/",,,,,,,,,,,,,"<a href='https://theintercept.com/2018/03/26/yemen-drone-strike-civilians-war-on-terror/'>Intercept</a>","0","1","0","1"
"253","3/5/2018","2018","Albar desert area","Hadramawt","0",,,"0","0","0","3","3","3","1","1","1","4","4","4","Trump","0","0","1","Vehicle","Xinhua reported, citing a Yemeni security source, that a U.S. drone conducted a strike on a moving vehicle in the Albar desert area of Hadramawt on March 6, 2018 killing four militants. An Intercept report seemingly regarding the same strike said that one civilian child was killed in the strike. In a CENTCOM statement to the Long War Journal, this strike was recorded on March 5. As a result, New America has recoded this strike to March 5 from the original coding of March 6.","AQAP","17.005886","48.7675418","Hadramawt","Drone Strike",,,,,"Xinhua","http://www.xinhuanet.com/english/2018-03/07/c_137020739.htm","Intercept","https://theintercept.com/2018/03/26/yemen-drone-strike-civilians-war-on-terror/","CENTCOM/LWJ","https://www.longwarjournal.org/archives/2018/06/yemen-details.php","New America e-mail correspondence with CENTCOM","AP","https://www.apnews.com/9051691c8f8a449e8bb6fd684f100863",,,,,,"<a href='http://www.xinhuanet.com/english/2018-03/07/c_137020739.htm'>Xinhua</a>, <a href='https://theintercept.com/2018/03/26/yemen-drone-strike-civilians-war-on-terror/'>Intercept</a>, <a href='https://www.longwarjournal.org/archives/2018/06/yemen-details.php'>CENTCOM/LWJ</a>, <a href='AP'>New America e-mail correspondence with CENTCOM</a>","0","1","3","4"
"251","3/4/2018","2018","Unknown","Hadramawt","0",,,,,,,,,,,,,,,"Trump","0","0","1","Unknown","According to a May 16, 2018 CENTCOM press release, the U.S. conducted SEVEN air strikes in Yemen's Hadramawt province in March 2018. In a follow-up brief to the Long War Journal, CENTCOM stated the dates on which the strikes occurred: March 4 (two strikes), 5, 7, 8 and 13. The final strike, on March 29, occurred in al Bayda'.","AQAP","16.899539","49.248981","Hadramawt","Air Strike",,,,,"CENTCOM","http://www.centcom.mil/MEDIA/PRESS-RELEASES/Press-Release-View/Article/1523709/centcom-updates-counterterrorism-strikes-in-yemen/","The Intecept","https://theintercept.com/2018/03/26/yemen-drone-strike-civilians-war-on-terror/","CENTCOM/LWJ","https://www.longwarjournal.org/archives/2018/06/yemen-details.php","New America e-mail correspondence with CENTCOM","https://www.newamerica.org/in-depth/americas-counterterrorism-wars/us-targeted-killing-program-yemen/",,,,,,,"<a href='http://www.centcom.mil/MEDIA/PRESS-RELEASES/Press-Release-View/Article/1523709/centcom-updates-counterterrorism-strikes-in-yemen/'>CENTCOM</a>, <a href='https://theintercept.com/2018/03/26/yemen-drone-strike-civilians-war-on-terror/'>The Intecept</a>, <a href='https://www.longwarjournal.org/archives/2018/06/yemen-details.php'>CENTCOM/LWJ</a>, <a href='https://www.newamerica.org/in-depth/americas-counterterrorism-wars/us-targeted-killing-program-yemen/'>New America e-mail correspondence with CENTCOM</a>",,,,
"252","3/4/2018","2018","Unknown","Hadramawt","0",,,,,,,,,,,,,,,"Trump","0","0","1","Unknown","According to a May 16, 2018 CENTCOM press release, the U.S. conducted SEVEN air strikes in Yemen in March 2018. New America had previously only accounted for five, on March 6, 7, 9, 22 and 29. This entry accounts for the SECOND strike of the additional TWO.","AQAP","16.899539","49.248981","Hadramawt","Air Strike",,,,,"CENTCOM","http://www.centcom.mil/MEDIA/PRESS-RELEASES/Press-Release-View/Article/1523709/centcom-updates-counterterrorism-strikes-in-yemen/","The Intercept","https://theintercept.com/2018/03/26/yemen-drone-strike-civilians-war-on-terror/","CENTCOM/LWJ","https://www.longwarjournal.org/archives/2018/06/yemen-details.php","New America e-mail correspondence with CENTCOM","https://www.newamerica.org/in-depth/americas-counterterrorism-wars/us-targeted-killing-program-yemen/",,,,,,,"<a href='http://www.centcom.mil/MEDIA/PRESS-RELEASES/Press-Release-View/Article/1523709/centcom-updates-counterterrorism-strikes-in-yemen/'>CENTCOM</a>, <a href='https://theintercept.com/2018/03/26/yemen-drone-strike-civilians-war-on-terror/'>The Intercept</a>, <a href='https://www.longwarjournal.org/archives/2018/06/yemen-details.php'>CENTCOM/LWJ</a>, <a href='https://www.newamerica.org/in-depth/americas-counterterrorism-wars/us-targeted-killing-program-yemen/'>New America e-mail correspondence with CENTCOM</a>",,,,
"249","2/24/2018","2018","Unknown","Al Bayda'","0",,,,,,,,,,,,,,,"Trump","0","0","1","Unknown","According to a May 16, 2018 CENTCOM press release, the U.S. conducted SIX air strikes in Yemen in February 2018. New America had previously only accounted for two, on February 11 and February 17. This entry accounts for the THIRD strike of the additional FOUR.","AQAP","15.9669731","45.3120654","Unknown","Air Strike",,,,,"CENTCOM","http://www.centcom.mil/MEDIA/PRESS-RELEASES/Press-Release-View/Article/1523709/centcom-updates-counterterrorism-strikes-in-yemen/",,,,,,,,,,,,,"<a href='http://www.centcom.mil/MEDIA/PRESS-RELEASES/Press-Release-View/Article/1523709/centcom-updates-counterterrorism-strikes-in-yemen/'>CENTCOM</a>",,,,
"250","2/24/2018","2018","Unknown","Al Bayda'","0",,,,,,,,,,,,,,,"Trump","0","0","1","Unknown","According to a May 16, 2018 CENTCOM press release, the U.S. conducted SIX air strikes in Yemen in February 2018. New America had previously only accounted for two, on February 11 and February 17. This entry accounts for the FOURTH strike of the additional FOUR.","AQAP","15.9669731","45.3120654","Unknown","Air Strike",,,,,"CENTCOM","http://www.centcom.mil/MEDIA/PRESS-RELEASES/Press-Release-View/Article/1523709/centcom-updates-counterterrorism-strikes-in-yemen/",,,,,,,,,,,,,"<a href='http://www.centcom.mil/MEDIA/PRESS-RELEASES/Press-Release-View/Article/1523709/centcom-updates-counterterrorism-strikes-in-yemen/'>CENTCOM</a>",,,,
